City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
530,fernley,39.608,-119.2518,278.15,39,100,0.94,US,1702221644
531,lae,-6.7221,146.9847,298.74,89,99,1.49,PG,1702221644
532,sheridan,44.8333,-106.9173,270.63,80,100,0.0,US,1702221645
533,constitucion,-35.3333,-72.4167,294.67,49,77,5.3,CL,1702221645
534,gorontalo,0.5412,123.0595,297.55,95,94,1.46,ID,1702221645
535,yaren,-0.5472,166.916,301.48,74,97,2.48,NR,1702221646
536,labytnangi,66.6572,66.4183,241.91,100,86,2.4,RU,1702221646
537,flying fish cove,-10.4217,105.6791,297.97,83,100,5.66,CX,1702221647
538,salida,37.7058,-121.0849,282.78,93,0,0.0,US,1702221580
539,barkly west,-28.5354,24.5215,297.75,36,94,9.24,ZA,1702221648
540,kampene,-3.6,26.6667,298.25,79,93,1.48,CD,1702221649
541,olyokminsk,60.3736,120.4264,246.27,89,100,3.61,RU,1702221649
542,betio village,1.358,172.9211,300.17,76,96,1.52,KI,1702221650
543,carini,38.1567,13.1776,291.08,71,20,8.23,IT,1702221650
544,umm kaddadah,13.6017,26.6876,302.37,12,15,1.03,SD,1702221651
545,sorong,-0.8833,131.25,300.69,81,100,2.49,ID,1702221651
546,ariquemes,-9.9133,-63.0408,308.47,44,52,1.32,BR,1702221652
547,lospalos,-8.5186,127.0025,297.17,89,81,1.23,TL,1702221653
548,addiet canna,11.2667,37.4833,291.03,57,67,1.95,ET,1702221653
549,kropyvnytskyi,48.5132,32.2597,273.94,100,100,2.67,UA,1702221654
550,fort bragg,35.139,-79.006,295.27,86,100,4.12,US,1702221654
551,turochak,52.2576,87.1224,248.41,100,99,0.36,RU,1702221655
552,quillacollo,-17.4,-66.2833,301.19,32,40,1.54,BO,1702221655
553,agnita,45.9667,24.6167,274.08,85,80,0.55,RO,1702221656
554,paducah,37.0834,-88.6001,277.84,68,100,5.14,US,1702221657
555,xilin hot,43.9667,116.0333,256.62,71,100,2.77,CN,1702221657
556,tarnogskiy gorodok,60.4997,43.5761,256.14,84,100,4.62,RU,1702221658
557,northam,51.0333,-4.2167,287.4,92,86,11.68,GB,1702221658
558,madang,-5.2246,145.7966,297.82,95,100,2.14,PG,1702221658
559,fatehpur,25.9333,80.8,291.5,41,0,1.92,IN,1702221659
560,kitangari,-10.65,39.3333,298.01,84,25,2.71,TZ,1702221659
561,smolyaninovo,43.2956,132.4675,262.78,37,1,4.66,RU,1702221659
562,zhangye,38.9342,100.4517,272.64,36,100,1.95,CN,1702221660
563,mildura,-34.2,142.15,299.9,43,100,8.96,AU,1702221660
564,khvansar,33.2205,50.315,281.16,37,24,1.08,IR,1702221660
565,puerto madryn,-42.7692,-65.0385,297.88,29,0,3.1,AR,1702221576
566,kaa-khem,51.6833,94.7333,238.93,97,78,1.09,RU,1702221661
567,as sulayyil,20.4607,45.5779,296.29,18,100,4.48,SA,1702221662
568,mumford,5.2618,-0.759,301.88,73,98,4.8,GH,1702221663
569,varna,43.2167,27.9167,279.51,81,20,2.57,BG,1702221663
